Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2015-11-09 00:00:00-05:00,90.0473465621455,90.53793106653029,89.90355655495414,90.50409698486328,1605400.0,0.0,0.0,0.0
2015-11-11 00:00:00-05:00,89.63287148124384,89.79358172202433,88.7701187133789,88.7701187133789,3110400.0,0.0,0.0,0.0
2015-11-13 00:00:00-05:00,88.60943163600506,88.71092742558373,87.80588673375767,87.83126068115234,3003700.0,0.0,0.0,0.0
2015-11-15 00:00:00-05:00,87.79745293680247,89.11695012567891,87.70441080649015,89.10848999023438,2635400.0,0.0,0.0,0.0
2015-11-17 00:00:00-05:00,89.30301860385252,90.50409949700952,89.26918452124637,90.41951751708984,2106100.0,0.0,0.0,0.0
2015-11-19 00:00:00-05:00,90.69863042078188,91.01158434543652,90.48717227571665,90.69017028808594,1563500.0,0.0,0.0,0.0
2015-11-21 00:00:00-05:00,,,,,,,,
2015-11-23 00:00:00-05:00,90.14037144876099,91.00311778024063,89.9204531865446,90.83395385742188,2032600.0,0.0,0.0,0.0
2015-11-25 00:00:00-05:00,90.93546066382018,91.06233683892052,90.71554239052561,90.90162658691406,1820300.0,0.0,0.0,0.0
2015-11-27 00:00:00-05:00,91.00314558975191,91.1469420665994,90.69019159158309,91.03697967529297,552400.0,0.0,0.0,0.0
2015-11-29 00:00:00-05:00,91.16383896989284,91.22304699530731,90.59713266189847,90.64788055419922,3618100.0,0.0,0.0,0.0
2015-12-01 00:00:00-05:00,91.43452252753956,91.57831255184554,90.40260550004108,90.54640197753906,2937200.0,0.0,0.0,0.0
2015-12-03 00:00:00-05:00,89.49753692630773,90.96083002613094,89.33683313558693,90.83395385742188,4520000.0,0.0,0.0,0.0
2015-12-05 00:00:00-05:00,,,,,,,,
2015-12-07 00:00:00-05:00,89.60751963978588,89.99660191320724,89.04080681790622,89.58214569091797,3149600.0,0.0,0.0,0.0
2015-12-09 00:00:00-05:00,88.96467482035932,89.70900519938563,88.74475653327787,89.07463073730469,3684900.0,0.0,0.0,0.0
2015-12-11 00:00:00-05:00,88.110393307142,88.33031162226773,87.17997860141381,87.32376861572266,5100700.0,0.0,0.0,0.0
2015-12-13 00:00:00-05:00,87.42528342680939,87.72978376744365,86.4272004109954,87.6367416381836,7237800.0,0.0,0.0,0.0
2015-12-15 00:00:00-05:00,89.20152616881997,90.01352488111883,88.55869143496966,89.86127471923828,5972400.0,0.0,0.0,0.0
2015-12-17 00:00:00-05:00,88.11039090906239,88.2711011872639,87.03618621826172,87.03618621826172,4207700.0,0.0,0.0,0.0
2015-12-19 00:00:00-05:00,,,,,,,,
2015-12-21 00:00:00-05:00,88.17011865767351,88.68901711791639,87.65122019743063,88.51888275146484,2876600.0,0.0,0.0,0.0
2015-12-23 00:00:00-05:00,89.50563655722283,89.82888209668857,89.38654575373745,89.51414489746094,1460500.0,0.0,0.0,0.0
2015-12-25 00:00:00-05:00,,,,,,,,
2015-12-27 00:00:00-05:00,89.21640084441752,89.3184814453125,88.74003768683012,89.3184814453125,3479600.0,0.0,0.0,0.0
2015-12-29 00:00:00-05:00,90.13513053596456,90.16915741189669,89.53116809058609,89.59071350097656,2405900.0,0.0,0.0,0.0
2015-12-31 00:00:00-05:00,89.25892330731833,89.59067710041171,88.72301483154297,88.72301483154297,3652200.0,0.0,0.0,0.0
2016-01-02 00:00:00-05:00,,,,,,,,
2016-01-04 00:00:00-05:00,87.53211415049519,87.77029573210818,87.02172411990144,87.59165954589844,3652300.0,0.0,0.0,0.0
2016-01-06 00:00:00-05:00,84.98015354714315,85.7457418023349,84.10398284563075,84.29962921142578,9256200.0,0.0,0.0,0.0
2016-01-08 00:00:00-05:00,84.73347096228275,85.05671648021213,83.1767757904881,83.3384017944336,7015800.0,0.0,0.0,0.0
2016-01-10 00:00:00-05:00,83.83177804119487,83.93385215300191,82.32611999242766,83.28736114501953,6863800.0,0.0,0.0,0.0
2016-01-12 00:00:00-05:00,84.21456194335072,84.38468977553478,81.47546101144599,81.6966323852539,6163000.0,0.0,0.0,0.0
2016-01-14 00:00:00-05:00,80.85450588091638,81.5605423764935,80.14846289537708,81.2032699584961,8101700.0,0.0,0.0,0.0
2016-01-16 00:00:00-05:00,,,,,,,,
2016-01-18 00:00:00-05:00,82.14747524049254,82.23253915478175,80.38662560586721,81.1181869506836,7435700.0,0.0,0.0,0.0
2016-01-20 00:00:00-05:00,80.55676159584415,81.62858519636706,79.80818998831461,80.6333236694336,7169500.0,0.0,0.0,0.0
2016-01-22 00:00:00-05:00,81.94331418230396,82.41967725728502,81.62006224717241,82.35162353515625,3701500.0,0.0,0.0,0.0
2016-01-24 00:00:00-05:00,82.207055214002,82.21556355599857,80.90555795695124,80.99913024902344,4470500.0,0.0,0.0,0.0
2016-01-26 00:00:00-05:00,82.00290287880294,82.7855016267547,80.85452329366191,81.29685974121094,5202400.0,0.0,0.0,0.0
2016-01-28 00:00:00-05:00,82.04539269633884,83.67014132741762,81.96032878407452,83.64462280273438,5005400.0,0.0,0.0,0.0
2016-01-30 00:00:00-05:00,,,,,,,,
2016-02-01 00:00:00-05:00,82.93858993755208,82.98112514376098,81.79871909871996,82.04540252685547,3279600.0,0.0,0.0,0.0
2016-02-03 00:00:00-05:00,82.33464364179359,83.29587848316498,82.06243514308896,82.73445129394531,3431800.0,0.0,0.0,0.0
2016-02-05 00:00:00-05:00,82.46224601574045,82.51328308312749,80.76944306115874,81.03314971923828,3993600.0,0.0,0.0,0.0
2016-02-07 00:00:00-05:00,80.13144998608266,80.2845676709972,78.68534356519382,79.77417755126953,6303900.0,0.0,0.0,0.0
2016-02-09 00:00:00-05:00,80.12296753578791,81.04166737776197,79.63809583114791,79.72315979003906,3580000.0,0.0,0.0,0.0
2016-02-11 00:00:00-05:00,79.51045250190978,80.28454253498099,79.11915331629702,80.26753234863281,2948100.0,0.0,0.0,0.0
2016-02-13 00:00:00-05:00,,,,,,,,
2016-02-15 00:00:00-05:00,81.33936787061286,81.73916896371256,80.77793428845177,81.73066711425781,3577700.0,0.0,0.0,0.0
2016-02-17 00:00:00-05:00,83.27888702678979,83.29589722242703,82.5898540391472,82.75148010253906,2432100.0,0.0,0.0,0.0
2016-02-19 00:00:00-05:00,82.38567333805885,82.81950782498889,82.02840093233385,82.76847076416016,2243700.0,0.0,0.0,0.0
2016-02-21 00:00:00-05:00,83.56807110844557,84.04444075816603,83.45748865777612,83.97638702392578,2235400.0,0.0,0.0,0.0
2016-02-23 00:00:00-05:00,82.15599922682364,83.48301471437631,81.65411100399162,83.38944244384766,3253400.0,0.0,0.0,0.0
2016-02-25 00:00:00-05:00,84.78451446352167,84.86107654645788,84.18055210019824,84.30815124511719,3194300.0,0.0,0.0,0.0
2016-02-27 00:00:00-05:00,,,,,,,,
2016-02-29 00:00:00-05:00,84.32515223047258,85.64366576742991,84.0784623078823,85.62665557861328,2955700.0,0.0,0.0,0.0
2016-03-02 00:00:00-05:00,86.02644744056762,86.55385409675681,85.78826588292111,86.52833557128906,2703100.0,0.0,0.0,0.0
2016-03-04 00:00:00-05:00,86.67297787998152,87.27694034255816,86.2561599953791,86.82609558105469,2442100.0,0.0,0.0,0.0
2016-03-06 00:00:00-05:00,86.46880636084313,87.24289656803239,86.39224428015388,87.00471496582031,2963900.0,0.0,0.0,0.0
2016-03-08 00:00:00-05:00,86.3412094116211,86.51133727753108,85.89887306627787,86.3412094116211,2131700.0,0.0,0.0,0.0
2016-03-10 00:00:00-05:00,87.08127400167767,87.82133731267974,87.04724713255686,87.77880859375,3253500.0,0.0,0.0,0.0
2016-03-12 00:00:00-05:00,,,,,,,,
2016-03-14 00:00:00-04:00,87.17249170404068,87.39469792035032,86.9673817845462,87.37760162353516,2992400.0,0.48,0.0,0.0
2016-03-16 00:00:00-04:00,87.91604463949537,88.81340482185254,87.68529022094046,88.59974670410156,3472500.0,0.0,0.0,0.0
2016-03-18 00:00:00-04:00,88.83904766080965,89.12107795670104,88.71085799933962,88.99288177490234,2942300.0,0.0,0.0,0.0
2016-03-20 00:00:00-04:00,88.86466529917263,89.1894232107845,88.71083123149823,89.07832336425781,2539300.0,0.0,0.0,0.0
2016-03-22 00:00:00-04:00,88.91596191157798,88.91596191157798,88.26643941635373,88.32626342773438,6087100.0,0.0,0.0,0.0
2016-03-24 00:00:00-04:00,87.82201378978135,88.30915392230743,87.62544549896388,88.30060577392578,2173000.0,0.0,0.0,0.0
2016-03-26 00:00:00-04:00,,,,,,,,
2016-03-28 00:00:00-04:00,88.18950188314395,89.35180223734523,87.99293360133834,89.34325408935547,2925100.0,0.0,0.0,0.0
