Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-11-09 00:00:00-05:00,14.440094963050793,14.672755918811575,14.414805640521479,14.53619384765625,9634824.0,0.221113,0.0
2015-11-11 00:00:00-05:00,14.521019850768079,14.65758192067386,14.440094830923645,14.44515323638916,9635666.0,0.0,0.0
2015-11-13 00:00:00-05:00,14.450212147364514,14.607005154263318,14.293420492980713,14.333882331848145,20467938.0,0.0,0.0
2015-11-15 00:00:00-05:00,14.3338829129532,14.49573298001444,14.298478126251364,14.490675926208496,9891531.0,0.0,0.0
2015-11-17 00:00:00-05:00,14.010178930245388,14.25295534009897,13.90396458906315,14.222607612609863,13340310.0,0.0,0.0
2015-11-19 00:00:00-05:00,14.30353876269884,14.409753139364694,13.949490840479328,14.161919593811035,13596876.0,0.0,0.0
2015-11-21 00:00:00-05:00,,,,,,,
2015-11-23 00:00:00-05:00,13.944430512537826,14.096165122228426,13.858447071124289,14.050644874572754,11536357.0,0.0,0.0
2015-11-25 00:00:00-05:00,14.035472106093144,14.070875540281655,13.898910013085048,14.010181427001953,6357369.0,0.0,0.0
2015-11-27 00:00:00-05:00,14.035470491468008,14.080990733062421,13.939371602539845,13.969717979431152,3152818.0,0.0,0.0
2015-11-29 00:00:00-05:00,13.969718337995243,14.025354039981439,13.79775147365254,13.812925338745117,12201326.0,0.0,0.0
2015-12-01 00:00:00-05:00,14.035466059499745,14.075927882578224,13.78763130682892,13.828094482421875,9425085.0,0.0,0.0
2015-12-03 00:00:00-05:00,13.828098721589123,13.883734421635051,13.479107951720378,13.509455680847168,15767172.0,0.0,0.0
2015-12-05 00:00:00-05:00,,,,,,,
2015-12-07 00:00:00-05:00,13.453821089782613,13.504399740819803,13.261623297853289,13.423473358154297,8023926.0,0.0,0.0
2015-12-09 00:00:00-05:00,13.458875732943865,13.529685290708208,13.312199564726159,13.3931245803833,9749788.0,0.0,0.0
2015-12-11 00:00:00-05:00,13.281851824045456,13.423470939419667,13.089655419262423,13.120001792907715,10240208.0,0.0,0.0
2015-12-13 00:00:00-05:00,13.145291198931837,13.155406656879057,12.690086123703546,12.877226829528809,15288389.0,0.0,0.0
2015-12-15 00:00:00-05:00,12.988501920361818,13.448764179451873,12.96321259203053,13.372896194458008,15691044.0,0.0,0.0
2015-12-17 00:00:00-05:00,13.403237587582607,13.676360310808498,13.28184941003454,13.605550765991211,24007287.0,0.0,0.0
2015-12-19 00:00:00-05:00,,,,,,,
2015-12-21 00:00:00-05:00,13.848328396457672,13.969716597040591,13.757287922277868,13.919137954711914,8734039.0,0.0,0.0
2015-12-23 00:00:00-05:00,13.995006821871467,14.091105707495213,13.984891363255523,14.035470008850098,2566081.0,0.0,0.0
2015-12-25 00:00:00-05:00,,,,,,,
2015-12-27 00:00:00-05:00,13.98489069409268,14.07087276447147,13.83821316989273,14.040526390075684,6424665.0,0.0,0.0
2015-12-29 00:00:00-05:00,14.030410551981452,14.136624888262467,13.909022352656077,14.005121231079102,6220814.0,0.0,0.0
2015-12-31 00:00:00-05:00,13.97983407098636,14.086048423684522,13.817984015212483,14.045586585998535,7856668.0,0.0,0.0
2016-01-02 00:00:00-05:00,,,,,,,
2016-01-04 00:00:00-05:00,14.101224469104672,14.258017495665275,13.868564808896483,14.242843627929688,7834937.0,0.0,0.0
2016-01-06 00:00:00-05:00,14.070873026811142,14.258013739542681,13.995006413149811,14.080989837646484,7724599.0,0.0,0.0
2016-01-08 00:00:00-05:00,14.111337403383732,14.1518005925951,13.883734838164012,14.070874214172363,11168052.0,0.0,0.0
2016-01-10 00:00:00-05:00,14.136629796765005,14.344000136143526,14.070877269085436,14.192265510559082,11481679.0,0.0,0.0
2016-01-12 00:00:00-05:00,14.141685139501412,14.242841083800931,13.83315754824123,13.929256439208984,11297737.0,0.0,0.0
2016-01-14 00:00:00-05:00,13.838214344171758,14.146741929693095,13.635901106820969,13.888792991638184,14348769.0,0.0,0.0
2016-01-16 00:00:00-05:00,,,,,,,
2016-01-18 00:00:00-05:00,13.97477845628,14.12651306825393,13.893852067546474,13.979835510253906,12461397.0,0.0,0.0
2016-01-20 00:00:00-05:00,13.595440818156648,13.924199359074596,13.44370621100337,13.868563652038574,12674080.0,0.0,0.0
2016-01-22 00:00:00-05:00,13.914081802220519,14.207435512180071,13.888792479419976,14.177087783813477,9957845.0,0.0,0.0
2016-01-24 00:00:00-05:00,14.16191505639295,14.212492348708649,13.72694222738891,13.73705768585205,11828814.0,0.0,0.0
2016-01-26 00:00:00-05:00,14.146741174645417,14.374343723581688,13.979832728926473,14.187204360961914,8562575.0,0.0,0.0
2016-01-28 00:00:00-05:00,14.667693658438393,15.006567515738071,14.64746139422334,14.955988883972168,16755582.0,0.0,0.0
2016-01-30 00:00:00-05:00,,,,,,,
2016-02-01 00:00:00-05:00,15.021748073737582,15.25440907209201,14.875070517220987,15.244292259216309,13831571.0,0.0,0.0
2016-02-03 00:00:00-05:00,16.013082650508185,16.397476919418782,15.987793322518057,16.311494827270508,19930411.0,0.0,0.0
2016-02-05 00:00:00-05:00,16.417705114812104,16.665538574027057,16.20021803013754,16.640249252319336,15345451.0,0.0,0.0
2016-02-07 00:00:00-05:00,16.569439685909725,16.75152199062354,16.240681208870566,16.36712646484375,14104961.0,0.0,0.0
2016-02-09 00:00:00-05:00,15.832936564424642,16.04744727029644,15.603103275056034,15.894224166870117,15482286.0,0.221113,0.0
2016-02-11 00:00:00-05:00,15.475413208046112,15.638849502307394,15.31197691378483,15.557132720947266,11950227.0,0.0,0.0
2016-02-13 00:00:00-05:00,,,,,,,
2016-02-15 00:00:00-05:00,15.725681548762992,15.904439108385821,15.552029240797125,15.84315013885498,12974248.0,0.0,0.0
2016-02-17 00:00:00-05:00,15.884013781854563,16.15981352913606,15.863584575617784,16.062772750854492,10776753.0,0.0,0.0
2016-02-19 00:00:00-05:00,15.996371811428252,16.016801010850003,15.802290319609265,15.955512046813965,10043928.0,0.0,0.0
2016-02-21 00:00:00-05:00,16.08319407602469,16.205771984922382,15.945294952842719,16.18534278869629,9685717.0,0.0,0.0
2016-02-23 00:00:00-05:00,15.93508377787873,16.267064433835834,15.873794810263888,16.21599006652832,12111878.0,0.0,0.0
2016-02-25 00:00:00-05:00,16.272175083483006,16.415182242762693,15.914655819512692,16.205778121948242,18087342.0,0.0,0.0
2016-02-27 00:00:00-05:00,,,,,,,
2016-02-29 00:00:00-05:00,16.2262020111084,16.32324274680176,15.940189152002034,16.2262020111084,13939105.0,0.0,0.0
2016-03-02 00:00:00-05:00,16.532646901493354,16.905487265739005,16.353888009837313,16.89527130126953,12849891.0,0.0,0.0
2016-03-04 00:00:00-05:00,16.782913269977318,17.176182923480837,16.711408330842072,17.03828239440918,11830917.0,0.0,0.0
2016-03-06 00:00:00-05:00,17.099570278644723,17.390692537005613,17.007637508960606,17.324296951293945,9680249.0,0.0,0.0
2016-03-08 00:00:00-05:00,17.40090432378529,17.54901942056755,17.33961536531576,17.45197868347168,10036217.0,0.0,0.0
2016-03-10 00:00:00-05:00,17.840138677514243,17.865675855083484,17.58987624941442,17.737991333007812,8004719.0,0.0,0.0
2016-03-12 00:00:00-05:00,,,,,,,
2016-03-14 00:00:00-04:00,17.625629527667744,17.74820744414323,17.50305161119226,17.620521545410156,7039302.0,0.0,0.0
2016-03-16 00:00:00-04:00,17.804388357452652,17.875891914183217,17.646060028814002,17.829925537109375,7643003.0,0.0,0.0
2016-03-18 00:00:00-04:00,17.865681582843,17.932077173193107,17.7022452329266,17.794178009033203,14195671.0,0.0,0.0
